COUNTRY,Year,School age population (thousands),% urban,% primary,% secondary,national_basic,national_limited,national_no,PRIMARY_basic,PRIMARY_limited,PRIMARY_no,SECONDARY_basic,SECONDARY_limited,SECONDARY_no,WHO Region,UNICEF Programme Region,UNICEF Reporting Regions,SDG region
Kenya,2016.0,19235,26.0,41.0,36.0,61.92619926199262,15.381578947368421,24.0,60.497835497835496,14.201149425287356,26.0,71.16756756756757,16.292857142857144,19.0,1,2,2,Sub-Saharan Africa
Kenya,2017.0,19521,26.0,41.0,36.0,61.92619926199262,15.381578947368421,24.0,60.497835497835496,14.201149425287356,26.0,71.16756756756757,16.292857142857144,19.0,1,2,2,Sub-Saharan Africa
Kenya,2018.0,19771,27.0,41.0,37.0,61.92619926199262,15.381578947368421,24.0,60.497835497835496,14.201149425287356,26.0,71.16756756756757,16.292857142857144,19.0,1,2,2,Sub-Saharan Africa
Kenya,2019.0,20005,27.0,41.0,37.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,1,2,2,Sub-Saharan Africa
Kenya,2021.0,20701,28.0,40.0,37.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,1,2,2,Sub-Saharan Africa
Kuwait,2016.0,704,100.0,38.0,44.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Kuwait,2017.0,732,100.0,39.0,43.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Kuwait,2018.0,758,100.0,39.0,43.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Kuwait,2019.0,782,100.0,40.0,43.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Kuwait,2021.0,835,100.0,38.0,46.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Kyrgyzstan,2016.0,1696,35.0,26.0,41.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,3,4,4,Central and Southern Asia
Kyrgyzstan,2017.0,1744,36.0,26.0,40.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,3,4,4,Central and Southern Asia
Kyrgyzstan,2018.0,1804,36.0,27.0,39.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,3,4,4,Central and Southern Asia
Kyrgyzstan,2019.0,1872,36.0,27.0,38.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,3,4,4,Central and Southern Asia
Kyrgyzstan,2021.0,1997,37.0,29.0,38.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,3,4,4,Central and Southern Asia
Lao People's Democratic Republic,2016.0,2228,33.0,33.0,45.0,56.0,10.0,32.0,56.0,10.0,32.0,71.16756756756757,16.292857142857144,20.82051282051282,5,6,5,Eastern and South-Eastern Asia
Lao People's Democratic Republic,2017.0,2235,34.0,34.0,44.0,56.0,10.0,32.0,56.0,10.0,32.0,71.16756756756757,16.292857142857144,20.82051282051282,5,6,5,Eastern and South-Eastern Asia
Lao People's Democratic Republic,2018.0,2241,35.0,34.0,44.0,56.0,10.0,32.0,56.0,10.0,32.0,71.16756756756757,16.292857142857144,20.82051282051282,5,6,5,Eastern and South-Eastern Asia
Lao People's Democratic Republic,2019.0,2247,35.0,34.0,45.0,56.0,10.0,32.0,56.0,10.0,32.0,71.16756756756757,16.292857142857144,20.82051282051282,5,6,5,Eastern and South-Eastern Asia
Lao People's Democratic Republic,2021.0,2269,36.0,33.0,45.0,56.0,10.0,32.0,56.0,10.0,32.0,71.16756756756757,16.292857142857144,20.82051282051282,5,6,5,Eastern and South-Eastern Asia
Lebanon,2016.0,1816,88.0,36.0,43.0,59.0,15.381578947368421,39.0,59.0,3.0,37.0,60.0,2.0,36.0,0,1,1,Northern Africa and Western Asia
Lebanon,2017.0,1833,88.0,36.0,43.0,59.0,15.381578947368421,39.0,59.0,3.0,37.0,60.0,2.0,36.0,0,1,1,Northern Africa and Western Asia
Lebanon,2018.0,1833,88.0,36.0,43.0,59.0,15.381578947368421,39.0,59.0,3.0,37.0,60.0,2.0,36.0,0,1,1,Northern Africa and Western Asia
Lebanon,2019.0,1822,88.0,37.0,42.0,59.0,15.381578947368421,39.0,59.0,3.0,37.0,60.0,2.0,36.0,0,1,1,Northern Africa and Western Asia
Lebanon,2021.0,1774,89.0,37.0,43.0,59.0,15.381578947368421,39.0,59.0,3.0,37.0,60.0,2.0,36.0,0,1,1,Northern Africa and Western Asia
Lesotho,2016.0,664,27.0,46.0,33.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,1,2,2,Sub-Saharan Africa
Lesotho,2017.0,665,27.0,45.0,33.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,1,2,2,Sub-Saharan Africa
Lesotho,2018.0,666,28.0,45.0,32.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,1,2,2,Sub-Saharan Africa
Lesotho,2019.0,665,28.0,45.0,32.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,1,2,2,Sub-Saharan Africa
Lesotho,2021.0,655,29.0,46.0,32.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,1,2,2,Sub-Saharan Africa
Liberia,2016.0,1752,50.0,41.0,35.0,50.0,4.0,45.0,44.0,13.0,42.0,64.0,9.0,25.0,1,5,2,Sub-Saharan Africa
Liberia,2017.0,1791,50.0,41.0,35.0,50.0,3.0,46.0,44.0,13.0,42.0,64.0,10.0,24.0,1,5,2,Sub-Saharan Africa
Liberia,2018.0,1829,51.0,41.0,35.0,50.0,1.0,47.0,44.0,13.0,42.0,64.0,10.0,24.0,1,5,2,Sub-Saharan Africa
Liberia,2019.0,1864,51.0,41.0,36.0,50.0,1.0,47.0,44.0,13.0,42.0,64.0,10.0,24.0,1,5,2,Sub-Saharan Africa
Liberia,2021.0,1948,52.0,40.0,36.0,50.0,1.0,47.0,44.0,14.201149425287356,28.326612903225808,64.0,10.0,24.0,1,5,2,Sub-Saharan Africa
Libya,2016.0,1649,79.0,44.0,40.0,17.0,67.0,16.0,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Libya,2017.0,1665,79.0,44.0,39.0,17.0,67.0,16.0,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Libya,2018.0,1688,80.0,44.0,39.0,17.0,67.0,16.0,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Libya,2019.0,1713,80.0,44.0,39.0,17.0,67.0,16.0,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Libya,2021.0,1762,80.0,44.0,40.0,17.0,67.0,16.0,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Madagascar,2016.0,9500,35.0,34.0,42.0,33.0,15.381578947368421,66.0,30.0,14.201149425287356,69.0,71.16756756756757,16.292857142857144,72.0,1,2,2,Sub-Saharan Africa
Madagascar,2017.0,9679,36.0,34.0,42.0,35.0,15.381578947368421,64.0,33.0,14.201149425287356,66.0,71.16756756756757,16.292857142857144,74.0,1,2,2,Sub-Saharan Africa
Madagascar,2018.0,9856,37.0,34.0,43.0,37.0,15.381578947368421,62.0,36.0,14.201149425287356,63.0,71.16756756756757,16.292857142857144,74.0,1,2,2,Sub-Saharan Africa
Madagascar,2019.0,10033,37.0,34.0,43.0,37.0,15.381578947368421,62.0,36.0,14.201149425287356,63.0,71.16756756756757,16.292857142857144,74.0,1,2,2,Sub-Saharan Africa
Madagascar,2021.0,10389,39.0,34.0,43.0,37.0,15.381578947368421,62.0,36.0,14.201149425287356,63.0,71.16756756756757,16.292857142857144,74.0,1,2,2,Sub-Saharan Africa
Malawi,2016.0,7037,16.0,42.0,34.0,77.0,10.0,11.0,87.0,14.201149425287356,12.0,81.0,10.0,7.0,1,2,2,Sub-Saharan Africa
Malawi,2017.0,7209,16.0,42.0,34.0,77.0,12.0,10.0,87.0,1.0,11.0,81.0,11.0,6.0,1,2,2,Sub-Saharan Africa
Malawi,2018.0,7364,16.0,42.0,35.0,77.0,13.0,8.0,87.0,2.0,9.0,81.0,12.0,6.0,1,2,2,Sub-Saharan Africa
Malawi,2019.0,7505,17.0,42.0,35.0,77.0,14.0,7.0,87.0,4.0,8.0,81.0,13.0,5.0,1,2,2,Sub-Saharan Africa
Malawi,2021.0,7987,17.0,40.0,36.0,77.0,15.0,6.0,87.0,5.0,7.0,81.0,14.0,4.0,1,2,2,Sub-Saharan Africa
Maldives,2016.0,95,38.0,46.0,29.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,4,0,0,Central and Southern Asia
Maldives,2017.0,97,39.0,48.0,28.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,4,0,0,Central and Southern Asia
Maldives,2018.0,98,39.0,49.0,27.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,4,0,0,Central and Southern Asia
Maldives,2019.0,99,40.0,50.0,26.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,4,0,0,Central and Southern Asia
Maldives,2021.0,104,41.0,49.0,28.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,4,0,0,Central and Southern Asia
Mali,2016.0,7850,40.0,38.0,30.0,70.0,3.0,26.0,70.0,2.0,27.0,71.16756756756757,16.292857142857144,52.0,1,5,2,Sub-Saharan Africa
Mali,2017.0,7461,41.0,42.0,32.0,70.0,10.0,19.0,70.0,10.0,18.0,71.16756756756757,16.292857142857144,52.0,1,5,2,Sub-Saharan Africa
Mali,2018.0,7710,42.0,42.0,33.0,70.0,16.0,12.0,70.0,19.0,10.0,71.16756756756757,16.292857142857144,52.0,1,5,2,Sub-Saharan Africa
Mali,2019.0,7957,43.0,42.0,33.0,70.0,23.0,6.0,70.0,27.0,2.0,71.16756756756757,16.292857142857144,20.82051282051282,1,5,2,Sub-Saharan Africa
Mali,2021.0,8736,44.0,40.0,33.0,70.0,23.0,6.0,70.0,27.0,2.0,71.16756756756757,16.292857142857144,20.82051282051282,1,5,2,Sub-Saharan Africa
Mexico,2016.0,33538,79.0,40.0,39.0,61.0,22.0,15.0,61.0,21.0,16.0,49.0,36.0,14.0,2,3,3,Latin America and the Caribbean
Mexico,2017.0,33557,79.0,39.0,40.0,61.0,22.0,15.0,61.0,21.0,16.0,49.0,36.0,14.0,2,3,3,Latin America and the Caribbean
Mexico,2018.0,33591,80.0,39.0,40.0,61.0,22.0,15.0,61.0,21.0,16.0,49.0,36.0,14.0,2,3,3,Latin America and the Caribbean
Mexico,2019.0,33617,80.0,39.0,40.0,61.92619926199262,15.381578947368421,15.0,60.497835497835496,14.201149425287356,16.0,49.0,36.0,14.0,2,3,3,Latin America and the Caribbean
Mexico,2021.0,33823,81.0,39.0,39.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Mongolia,2016.0,845,68.0,31.0,36.0,74.0,23.0,1.0,72.0,23.0,3.0,73.0,25.0,1.0,5,6,5,Eastern and South-Eastern Asia
Mongolia,2017.0,874,68.0,32.0,35.0,74.0,23.0,1.0,72.0,23.0,3.0,73.0,25.0,1.0,5,6,5,Eastern and South-Eastern Asia
Mongolia,2018.0,907,68.0,32.0,34.0,74.0,23.0,1.0,72.0,23.0,3.0,73.0,25.0,1.0,5,6,5,Eastern and South-Eastern Asia
Mongolia,2019.0,940,68.0,33.0,34.0,74.0,23.0,1.0,72.0,23.0,3.0,73.0,25.0,1.0,5,6,5,Eastern and South-Eastern Asia
Mongolia,2021.0,1009,68.0,34.0,34.0,74.0,23.0,1.0,72.0,23.0,3.0,73.0,25.0,1.0,5,6,5,Eastern and South-Eastern Asia
Mozambique,2016.0,11575,34.0,48.0,28.0,61.92619926199262,15.381578947368421,69.0,60.497835497835496,14.201149425287356,69.0,71.16756756756757,16.292857142857144,20.82051282051282,1,2,2,Sub-Saharan Africa
Mozambique,2017.0,11886,35.0,47.0,28.0,61.92619926199262,15.381578947368421,69.0,60.497835497835496,14.201149425287356,69.0,71.16756756756757,16.292857142857144,20.82051282051282,1,2,2,Sub-Saharan Africa
Mozambique,2018.0,12197,35.0,47.0,29.0,61.92619926199262,15.381578947368421,69.0,60.497835497835496,14.201149425287356,69.0,71.16756756756757,16.292857142857144,20.82051282051282,1,2,2,Sub-Saharan Africa
Mozambique,2019.0,12499,36.0,47.0,29.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,1,2,2,Sub-Saharan Africa
Mozambique,2021.0,13096,37.0,47.0,29.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,1,2,2,Sub-Saharan Africa
Namibia,2016.0,741,47.0,50.0,33.0,77.0,11.0,10.0,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,1,2,2,Sub-Saharan Africa
Namibia,2017.0,752,49.0,50.0,32.0,77.0,12.0,9.0,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,1,2,2,Sub-Saharan Africa
Namibia,2018.0,765,50.0,51.0,31.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,1,2,2,Sub-Saharan Africa
Namibia,2019.0,780,51.0,52.0,31.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,1,2,2,Sub-Saharan Africa
Namibia,2021.0,807,53.0,52.0,31.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,1,2,2,Sub-Saharan Africa
Nauru,2016.0,3,100.0,41.0,34.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,5,6,5,Oceania
Nauru,2017.0,3,100.0,41.0,34.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,5,6,5,Oceania
Nauru,2018.0,3,100.0,42.0,34.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,5,6,5,Oceania
Nauru,2019.0,3,100.0,42.0,34.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,5,6,5,Oceania
Nauru,2021.0,3,100.0,42.0,35.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,5,6,5,Oceania
Nepal,2016.0,8698,18.0,33.0,53.0,46.0,30.0,22.0,39.0,14.201149425287356,28.326612903225808,76.0,16.292857142857144,20.82051282051282,4,0,0,Central and Southern Asia
Nepal,2017.0,8479,19.0,33.0,53.0,46.0,32.0,20.0,39.0,14.201149425287356,28.326612903225808,76.0,16.292857142857144,20.82051282051282,4,0,0,Central and Southern Asia
Nepal,2018.0,8323,19.0,33.0,52.0,46.0,32.0,20.0,39.0,14.201149425287356,28.326612903225808,76.0,16.292857142857144,20.82051282051282,4,0,0,Central and Southern Asia
Nepal,2019.0,8208,20.0,34.0,52.0,46.0,32.0,20.0,39.0,14.201149425287356,28.326612903225808,76.0,16.292857142857144,20.82051282051282,4,0,0,Central and Southern Asia
Nepal,2021.0,7804,21.0,35.0,53.0,46.0,32.0,20.0,39.0,14.201149425287356,28.326612903225808,76.0,16.292857142857144,20.82051282051282,4,0,0,Central and Southern Asia
Nicaragua,2016.0,1789,58.0,43.0,34.0,53.0,16.0,29.0,60.497835497835496,14.201149425287356,31.0,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Nicaragua,2017.0,1793,58.0,43.0,34.0,53.0,17.0,28.0,60.497835497835496,14.201149425287356,31.0,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Nicaragua,2018.0,1797,58.0,43.0,34.0,53.0,17.0,28.0,60.497835497835496,14.201149425287356,31.0,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Nicaragua,2019.0,1802,58.0,43.0,34.0,53.0,18.0,27.0,60.497835497835496,14.201149425287356,31.0,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Nicaragua,2021.0,1763,59.0,44.0,35.0,53.0,18.0,27.0,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Nigeria,2016.0,60394,48.0,50.0,40.0,34.0,15.0,49.0,30.0,16.0,52.0,48.0,19.0,31.0,1,5,2,Sub-Saharan Africa
Nigeria,2017.0,62149,49.0,49.0,40.0,34.0,17.0,48.0,30.0,17.0,51.0,48.0,19.0,31.0,1,5,2,Sub-Saharan Africa
Nigeria,2018.0,63961,50.0,49.0,40.0,34.0,19.0,46.0,30.0,19.0,49.0,48.0,19.0,31.0,1,5,2,Sub-Saharan Africa
Nigeria,2019.0,65792,51.0,49.0,40.0,34.0,20.0,44.0,30.0,20.0,48.0,48.0,19.0,31.0,1,5,2,Sub-Saharan Africa
Nigeria,2021.0,69320,52.0,49.0,41.0,34.0,24.0,40.0,30.0,22.0,46.0,48.0,19.0,31.0,1,5,2,Sub-Saharan Africa
Niue,2016.0,0,43.0,43.0,49.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,5,6,5,Oceania
Niue,2017.0,0,44.0,43.0,49.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,5,6,5,Oceania
Niue,2018.0,0,44.0,43.0,49.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,5,6,5,Oceania
Niue,2019.0,0,45.0,43.0,49.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,5,6,5,Oceania
Niue,2021.0,0,46.0,44.0,48.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,5,6,5,Oceania
Oman,2016.0,750,82.0,45.0,36.0,97.0,1.0,1.0,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Oman,2017.0,785,83.0,45.0,35.0,97.0,1.0,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Oman,2018.0,817,84.0,32.0,48.0,98.0,1.0,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Oman,2019.0,846,85.0,33.0,48.0,98.0,1.0,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Oman,2021.0,888,87.0,33.0,50.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Papua New Guinea,2016.0,3072,13.0,38.0,34.0,46.0,6.0,46.0,45.0,6.0,47.0,65.0,23.0,11.0,5,6,5,Oceania
Papua New Guinea,2017.0,3110,13.0,38.0,34.0,46.0,6.0,46.0,45.0,6.0,47.0,65.0,23.0,11.0,5,6,5,Oceania
Papua New Guinea,2018.0,3146,13.0,38.0,35.0,46.0,6.0,46.0,45.0,6.0,47.0,65.0,23.0,11.0,5,6,5,Oceania
Papua New Guinea,2019.0,3390,13.0,41.0,33.0,46.0,6.0,46.0,45.0,6.0,47.0,65.0,23.0,11.0,5,6,5,Oceania
Papua New Guinea,2021.0,3570,13.0,40.0,32.0,46.0,6.0,46.0,45.0,6.0,47.0,65.0,23.0,11.0,5,6,5,Oceania
Peru,2016.0,7876,77.0,44.0,34.0,70.0,9.0,19.0,69.0,10.0,19.0,75.0,9.0,15.0,2,3,3,Latin America and the Caribbean
Peru,2017.0,7715,77.0,44.0,34.0,72.0,9.0,18.0,71.0,10.0,18.0,75.0,10.0,14.0,2,3,3,Latin America and the Caribbean
Peru,2018.0,7558,77.0,44.0,34.0,73.0,9.0,17.0,72.0,9.0,17.0,75.0,10.0,14.0,2,3,3,Latin America and the Caribbean
Peru,2019.0,7458,78.0,43.0,34.0,74.0,8.0,16.0,74.0,8.0,16.0,75.0,10.0,13.0,2,3,3,Latin America and the Caribbean
Peru,2021.0,7442,78.0,42.0,35.0,76.0,8.0,14.0,77.0,7.0,15.0,75.0,11.0,12.0,2,3,3,Latin America and the Caribbean
Philippines,2016.0,23563,46.0,55.0,35.0,41.0,15.0,43.0,40.0,15.0,44.0,47.0,14.0,37.0,5,6,5,Eastern and South-Eastern Asia
Philippines,2017.0,25761,46.0,50.0,40.0,42.0,18.0,39.0,41.0,18.0,40.0,46.0,17.0,35.0,5,6,5,Eastern and South-Eastern Asia
Philippines,2018.0,28013,46.0,47.0,44.0,42.0,20.0,36.0,42.0,20.0,37.0,46.0,20.0,32.0,5,6,5,Eastern and South-Eastern Asia
Philippines,2019.0,28240,47.0,47.0,44.0,43.0,23.0,32.0,42.0,23.0,33.0,46.0,23.0,30.0,5,6,5,Eastern and South-Eastern Asia
Philippines,2021.0,26980,47.0,49.0,41.0,44.0,28.0,26.0,44.0,29.0,26.0,46.0,28.0,25.0,5,6,5,Eastern and South-Eastern Asia
Qatar,2016.0,317,99.0,42.0,32.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Qatar,2017.0,340,99.0,41.0,34.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Qatar,2018.0,353,99.0,41.0,35.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Qatar,2019.0,359,99.0,42.0,34.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Qatar,2021.0,374,99.0,42.0,33.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Saint Kitts and Nevis,2016.0,10,30.0,48.0,37.0,83.0,15.381578947368421,24.920265780730897,78.0,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Saint Kitts and Nevis,2017.0,10,30.0,48.0,37.0,83.0,15.381578947368421,24.920265780730897,78.0,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Saint Kitts and Nevis,2018.0,10,30.0,49.0,36.0,83.0,15.381578947368421,24.920265780730897,78.0,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Saint Kitts and Nevis,2019.0,10,30.0,49.0,36.0,83.0,15.381578947368421,24.920265780730897,78.0,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
