COUNTRY,Year,School age population (thousands),% urban,% primary,% secondary,national_basic,national_limited,national_no,PRIMARY_basic,PRIMARY_limited,PRIMARY_no,SECONDARY_basic,SECONDARY_limited,SECONDARY_no,WHO Region,UNICEF Programme Region,UNICEF Reporting Regions,SDG region
Saint Kitts and Nevis,2021.0,9,30.0,50.0,36.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Saint Lucia,2016.0,34,18.0,46.0,41.0,61.92619926199262,15.381578947368421,24.920265780730897,98.0,1.0,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Saint Lucia,2017.0,33,18.0,46.0,40.0,61.92619926199262,15.381578947368421,24.920265780730897,99.0,1.0,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Saint Lucia,2018.0,33,18.0,46.0,39.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Saint Lucia,2019.0,32,18.0,47.0,39.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Saint Lucia,2021.0,30,18.0,49.0,38.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Saint Vincent and the Grenadines,2016.0,24,51.0,48.0,38.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,98.0,1.0,20.82051282051282,2,3,3,Latin America and the Caribbean
Saint Vincent and the Grenadines,2017.0,24,51.0,48.0,38.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,98.0,1.0,20.82051282051282,2,3,3,Latin America and the Caribbean
Saint Vincent and the Grenadines,2018.0,24,52.0,48.0,37.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,98.0,1.0,20.82051282051282,2,3,3,Latin America and the Caribbean
Saint Vincent and the Grenadines,2019.0,23,52.0,48.0,37.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,98.0,1.0,20.82051282051282,2,3,3,Latin America and the Caribbean
Saint Vincent and the Grenadines,2021.0,23,53.0,49.0,37.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,98.0,1.0,20.82051282051282,2,3,3,Latin America and the Caribbean
Samoa,2016.0,69,18.0,43.0,40.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,5,6,5,Oceania
Samoa,2017.0,69,18.0,43.0,40.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,5,6,5,Oceania
Samoa,2018.0,69,18.0,43.0,41.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,5,6,5,Oceania
Samoa,2019.0,69,18.0,42.0,42.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,5,6,5,Oceania
Samoa,2021.0,70,17.0,41.0,43.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,5,6,5,Oceania
Saudi Arabia,2016.0,7761,83.0,41.0,36.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Saudi Arabia,2017.0,7850,83.0,41.0,35.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Saudi Arabia,2018.0,7932,83.0,41.0,35.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Saudi Arabia,2019.0,8010,84.0,42.0,35.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Saudi Arabia,2021.0,8170,84.0,42.0,35.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Serbia,2016.0,1103,55.0,24.0,51.0,71.0,25.0,2.0,63.0,14.201149425287356,28.326612903225808,91.0,16.292857142857144,20.82051282051282,3,4,4,Europe and Northern America
Serbia,2017.0,1095,55.0,24.0,51.0,77.0,19.0,2.0,63.0,14.201149425287356,28.326612903225808,91.0,16.292857142857144,20.82051282051282,3,4,4,Europe and Northern America
Serbia,2018.0,1090,56.0,24.0,51.0,83.0,13.0,2.0,63.0,14.201149425287356,28.326612903225808,91.0,16.292857142857144,20.82051282051282,3,4,4,Europe and Northern America
Serbia,2019.0,1087,56.0,24.0,51.0,89.0,7.0,2.0,63.0,14.201149425287356,28.326612903225808,91.0,16.292857142857144,20.82051282051282,3,4,4,Europe and Northern America
Serbia,2021.0,1019,56.0,24.0,50.0,97.0,15.381578947368421,2.0,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,3,4,4,Europe and Northern America
Sierra Leone,2016.0,3020,41.0,39.0,38.0,61.0,21.0,17.0,52.0,14.201149425287356,47.0,66.0,16.292857142857144,33.0,1,5,2,Sub-Saharan Africa
Sierra Leone,2017.0,3020,41.0,39.0,38.0,60.0,15.0,24.0,52.0,14.201149425287356,47.0,66.0,16.292857142857144,33.0,1,5,2,Sub-Saharan Africa
Sierra Leone,2018.0,3073,42.0,39.0,39.0,59.0,10.0,30.0,52.0,14.201149425287356,47.0,66.0,16.292857142857144,33.0,1,5,2,Sub-Saharan Africa
Sierra Leone,2019.0,3123,42.0,39.0,39.0,58.0,4.0,36.0,52.0,14.201149425287356,47.0,66.0,16.292857142857144,33.0,1,5,2,Sub-Saharan Africa
Sierra Leone,2021.0,3255,43.0,38.0,39.0,49.0,15.381578947368421,50.0,52.0,14.201149425287356,47.0,66.0,16.292857142857144,33.0,1,5,2,Sub-Saharan Africa
Solomon Islands,2016.0,242,22.0,38.0,39.0,35.0,24.0,39.0,42.0,25.0,32.0,58.0,21.0,19.0,5,6,5,Oceania
Solomon Islands,2017.0,248,23.0,38.0,38.0,35.0,24.0,39.0,42.0,25.0,32.0,58.0,21.0,19.0,5,6,5,Oceania
Solomon Islands,2018.0,255,23.0,38.0,38.0,35.0,24.0,39.0,42.0,25.0,32.0,58.0,21.0,19.0,5,6,5,Oceania
Solomon Islands,2019.0,262,24.0,39.0,38.0,35.0,24.0,39.0,42.0,25.0,32.0,58.0,21.0,19.0,5,6,5,Oceania
Solomon Islands,2021.0,273,25.0,40.0,38.0,35.0,24.0,39.0,42.0,25.0,32.0,58.0,21.0,19.0,5,6,5,Oceania
South Africa,2016.0,16810,65.0,43.0,28.0,61.92619926199262,15.381578947368421,1.0,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,1,2,2,Sub-Saharan Africa
South Africa,2017.0,17015,65.0,44.0,28.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,1,2,2,Sub-Saharan Africa
South Africa,2018.0,17209,66.0,44.0,28.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,1,2,2,Sub-Saharan Africa
South Africa,2019.0,17411,66.0,44.0,28.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,1,2,2,Sub-Saharan Africa
South Africa,2021.0,17949,67.0,44.0,28.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,1,2,2,Sub-Saharan Africa
South Sudan,2016.0,4251,19.0,41.0,35.0,50.0,16.0,32.0,50.0,9.0,39.0,71.16756756756757,16.292857142857144,12.0,1,2,2,Sub-Saharan Africa
South Sudan,2017.0,4265,19.0,41.0,35.0,50.0,16.0,32.0,50.0,9.0,39.0,71.16756756756757,16.292857142857144,12.0,1,2,2,Sub-Saharan Africa
South Sudan,2018.0,4274,19.0,41.0,35.0,50.0,16.0,32.0,50.0,9.0,39.0,71.16756756756757,16.292857142857144,12.0,1,2,2,Sub-Saharan Africa
South Sudan,2019.0,4288,19.0,41.0,35.0,50.0,16.0,32.0,50.0,9.0,39.0,71.16756756756757,16.292857142857144,12.0,1,2,2,Sub-Saharan Africa
South Sudan,2021.0,4453,20.0,40.0,35.0,50.0,16.0,32.0,50.0,9.0,39.0,71.16756756756757,16.292857142857144,12.0,1,2,2,Sub-Saharan Africa
Sri Lanka,2016.0,5118,18.0,34.0,52.0,85.0,15.381578947368421,14.0,82.0,14.201149425287356,28.326612903225808,86.0,16.292857142857144,20.82051282051282,4,0,0,Central and Southern Asia
Sri Lanka,2017.0,5121,18.0,33.0,52.0,85.0,15.381578947368421,14.0,82.0,14.201149425287356,28.326612903225808,86.0,16.292857142857144,20.82051282051282,4,0,0,Central and Southern Asia
Sri Lanka,2018.0,5117,18.0,33.0,53.0,85.0,15.381578947368421,14.0,82.0,14.201149425287356,28.326612903225808,86.0,16.292857142857144,20.82051282051282,4,0,0,Central and Southern Asia
Sri Lanka,2019.0,5108,18.0,33.0,53.0,85.0,15.381578947368421,14.0,82.0,14.201149425287356,28.326612903225808,86.0,16.292857142857144,20.82051282051282,4,0,0,Central and Southern Asia
Sri Lanka,2021.0,5205,18.0,32.0,52.0,85.0,15.381578947368421,14.0,82.0,14.201149425287356,28.326612903225808,86.0,16.292857142857144,20.82051282051282,4,0,0,Central and Southern Asia
Sudan,2016.0,13152,34.0,47.0,35.0,43.0,33.0,23.0,43.0,29.0,26.0,71.16756756756757,16.292857142857144,6.0,0,1,2,Northern Africa and Western Asia
Sudan,2017.0,13395,34.0,47.0,35.0,43.0,30.0,25.0,43.0,28.0,28.0,71.16756756756757,16.292857142857144,6.0,0,1,2,Northern Africa and Western Asia
Sudan,2018.0,13634,34.0,47.0,35.0,43.0,27.0,28.0,43.0,26.0,30.0,71.16756756756757,16.292857142857144,20.82051282051282,0,1,2,Northern Africa and Western Asia
Sudan,2019.0,13869,34.0,47.0,35.0,43.0,25.0,31.0,43.0,24.0,32.0,71.16756756756757,16.292857142857144,20.82051282051282,0,1,2,Northern Africa and Western Asia
Sudan,2021.0,15282,35.0,44.0,39.0,43.0,19.0,36.0,43.0,20.0,36.0,71.16756756756757,16.292857142857144,20.82051282051282,0,1,2,Northern Africa and Western Asia
Syrian Arab Republic,2016.0,5837,52.0,40.0,37.0,48.0,49.0,2.0,49.0,48.0,2.0,49.0,48.0,1.0,0,1,1,Northern Africa and Western Asia
Syrian Arab Republic,2017.0,5574,53.0,41.0,37.0,48.0,49.0,2.0,49.0,48.0,2.0,49.0,48.0,1.0,0,1,1,Northern Africa and Western Asia
Syrian Arab Republic,2018.0,5344,54.0,41.0,37.0,48.0,49.0,2.0,49.0,48.0,2.0,49.0,48.0,1.0,0,1,1,Northern Africa and Western Asia
Syrian Arab Republic,2019.0,5176,54.0,41.0,37.0,48.0,49.0,2.0,49.0,48.0,2.0,49.0,48.0,1.0,0,1,1,Northern Africa and Western Asia
Syrian Arab Republic,2021.0,5324,56.0,38.0,37.0,48.0,49.0,2.0,49.0,48.0,2.0,49.0,48.0,1.0,0,1,1,Northern Africa and Western Asia
Tajikistan,2016.0,2773,26.0,26.0,41.0,78.0,7.0,13.0,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,3,4,4,Central and Southern Asia
Tajikistan,2017.0,2839,26.0,26.0,40.0,78.0,7.0,13.0,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,3,4,4,Central and Southern Asia
Tajikistan,2018.0,2921,27.0,27.0,39.0,78.0,7.0,13.0,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,3,4,4,Central and Southern Asia
Tajikistan,2019.0,3017,27.0,27.0,39.0,78.0,7.0,13.0,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,3,4,4,Central and Southern Asia
Tajikistan,2021.0,3228,27.0,28.0,38.0,78.0,7.0,13.0,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,3,4,4,Central and Southern Asia
Thailand,2016.0,12945,48.0,38.0,42.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,4,6,5,Eastern and South-Eastern Asia
Thailand,2017.0,12744,49.0,39.0,42.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,4,6,5,Eastern and South-Eastern Asia
Thailand,2018.0,12542,49.0,39.0,42.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,4,6,5,Eastern and South-Eastern Asia
Thailand,2019.0,12348,50.0,39.0,42.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,4,6,5,Eastern and South-Eastern Asia
Thailand,2021.0,11955,52.0,39.0,42.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,4,6,5,Eastern and South-Eastern Asia
Turkmenistan,2016.0,1532,50.0,27.0,49.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,3,4,4,Central and Southern Asia
Turkmenistan,2017.0,1571,51.0,27.0,48.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,3,4,4,Central and Southern Asia
Turkmenistan,2018.0,1625,51.0,27.0,47.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,3,4,4,Central and Southern Asia
Turkmenistan,2019.0,1684,52.0,28.0,46.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,3,4,4,Central and Southern Asia
Turkmenistan,2021.0,1774,52.0,29.0,46.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,3,4,4,Central and Southern Asia
Uganda,2016.0,18129,22.0,45.0,31.0,72.0,20.0,6.0,72.0,19.0,7.0,71.16756756756757,16.292857142857144,4.0,1,2,2,Sub-Saharan Africa
Uganda,2017.0,18766,23.0,45.0,31.0,72.0,20.0,6.0,72.0,20.0,7.0,71.16756756756757,16.292857142857144,4.0,1,2,2,Sub-Saharan Africa
Uganda,2018.0,19406,23.0,45.0,31.0,72.0,21.0,5.0,72.0,20.0,6.0,71.16756756756757,16.292857142857144,20.82051282051282,1,2,2,Sub-Saharan Africa
Uganda,2019.0,20015,24.0,45.0,32.0,72.0,21.0,5.0,72.0,21.0,5.0,71.16756756756757,16.292857142857144,20.82051282051282,1,2,2,Sub-Saharan Africa
Uganda,2021.0,21084,25.0,45.0,32.0,72.0,23.0,3.0,72.0,22.0,4.0,71.16756756756757,16.292857142857144,20.82051282051282,1,2,2,Sub-Saharan Africa
Ukraine,2016.0,4954,69.0,30.0,46.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,3,4,4,Europe and Northern America
Ukraine,2017.0,4954,69.0,30.0,46.0,61.92619926199262,15.381578947368421,2.0,60.497835497835496,14.201149425287356,2.0,71.16756756756757,16.292857142857144,2.0,3,4,4,Europe and Northern America
Ukraine,2018.0,4954,69.0,30.0,46.0,61.92619926199262,15.381578947368421,2.0,60.497835497835496,14.201149425287356,2.0,71.16756756756757,16.292857142857144,2.0,3,4,4,Europe and Northern America
Ukraine,2019.0,4954,69.0,30.0,46.0,61.92619926199262,15.381578947368421,2.0,60.497835497835496,14.201149425287356,2.0,71.16756756756757,16.292857142857144,2.0,3,4,4,Europe and Northern America
Ukraine,2021.0,4954,69.0,30.0,46.0,61.92619926199262,15.381578947368421,2.0,60.497835497835496,14.201149425287356,2.0,71.16756756756757,16.292857142857144,2.0,3,4,4,Europe and Northern America
United Arab Emirates,2016.0,1089,85.0,39.0,42.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
United Arab Emirates,2017.0,1152,86.0,38.0,43.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
United Arab Emirates,2018.0,1199,86.0,38.0,44.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
United Arab Emirates,2019.0,1234,86.0,39.0,44.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
United Arab Emirates,2021.0,1293,87.0,37.0,45.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
United Republic of Tanzania,2016.0,20203,32.0,50.0,33.0,56.0,9.0,34.0,50.0,11.0,38.0,69.0,4.0,25.0,1,2,2,Sub-Saharan Africa
United Republic of Tanzania,2017.0,20839,33.0,50.0,33.0,56.0,11.0,31.0,50.0,14.0,35.0,69.0,8.0,21.0,1,2,2,Sub-Saharan Africa
United Republic of Tanzania,2018.0,21473,33.0,50.0,33.0,56.0,14.0,29.0,50.0,16.0,32.0,69.0,11.0,18.0,1,2,2,Sub-Saharan Africa
United Republic of Tanzania,2019.0,22098,34.0,49.0,34.0,56.0,17.0,26.0,50.0,19.0,30.0,69.0,15.0,14.0,1,2,2,Sub-Saharan Africa
United Republic of Tanzania,2021.0,23020,35.0,50.0,35.0,56.0,20.0,23.0,50.0,21.0,27.0,69.0,18.0,11.0,1,2,2,Sub-Saharan Africa
Uruguay,2016.0,722,95.0,39.0,41.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Uruguay,2017.0,719,95.0,38.0,41.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Uruguay,2018.0,716,95.0,39.0,40.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Uruguay,2019.0,713,95.0,39.0,40.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Uruguay,2021.0,701,95.0,40.0,40.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Uzbekistan,2016.0,8975,50.0,24.0,47.0,78.0,2.0,18.0,90.0,14.201149425287356,28.326612903225808,88.0,16.292857142857144,20.82051282051282,3,4,4,Central and Southern Asia
Uzbekistan,2017.0,9060,50.0,25.0,46.0,78.0,2.0,18.0,90.0,14.201149425287356,28.326612903225808,88.0,16.292857142857144,20.82051282051282,3,4,4,Central and Southern Asia
Uzbekistan,2018.0,9163,50.0,26.0,45.0,78.0,2.0,18.0,90.0,14.201149425287356,28.326612903225808,88.0,16.292857142857144,20.82051282051282,3,4,4,Central and Southern Asia
Uzbekistan,2019.0,9285,50.0,26.0,45.0,78.0,2.0,18.0,90.0,14.201149425287356,28.326612903225808,88.0,16.292857142857144,20.82051282051282,3,4,4,Central and Southern Asia
Uzbekistan,2021.0,9603,50.0,26.0,45.0,78.0,2.0,18.0,90.0,14.201149425287356,28.326612903225808,88.0,16.292857142857144,20.82051282051282,3,4,4,Central and Southern Asia
Venezuela (Bolivarian Republic of),2016.0,7904,88.0,43.0,34.0,97.0,15.381578947368421,24.920265780730897,97.0,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Venezuela (Bolivarian Republic of),2017.0,7808,88.0,43.0,34.0,97.0,15.381578947368421,24.920265780730897,97.0,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Venezuela (Bolivarian Republic of),2018.0,7694,88.0,43.0,34.0,97.0,15.381578947368421,24.920265780730897,97.0,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Venezuela (Bolivarian Republic of),2019.0,7581,88.0,43.0,34.0,97.0,15.381578947368421,24.920265780730897,97.0,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Venezuela (Bolivarian Republic of),2021.0,7599,88.0,43.0,34.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,2,3,3,Latin America and the Caribbean
Yemen,2016.0,10159,35.0,40.0,36.0,35.0,25.0,38.0,60.497835497835496,14.201149425287356,28.326612903225808,45.0,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Yemen,2017.0,10338,36.0,41.0,36.0,35.0,25.0,38.0,60.497835497835496,14.201149425287356,28.326612903225808,45.0,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Yemen,2018.0,10527,36.0,41.0,36.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,45.0,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Yemen,2019.0,10716,37.0,41.0,36.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,45.0,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Yemen,2021.0,11048,38.0,41.0,36.0,61.92619926199262,15.381578947368421,24.920265780730897,60.497835497835496,14.201149425287356,28.326612903225808,71.16756756756757,16.292857142857144,20.82051282051282,0,1,1,Northern Africa and Western Asia
Zambia,2016.0,7280,42.0,44.0,26.0,79.0,4.0,16.0,78.0,3.0,18.0,94.0,16.292857142857144,5.0,1,2,2,Sub-Saharan Africa
Zambia,2017.0,7477,42.0,44.0,26.0,79.0,4.0,16.0,78.0,3.0,18.0,94.0,16.292857142857144,5.0,1,2,2,Sub-Saharan Africa
Zambia,2018.0,7672,43.0,44.0,26.0,79.0,4.0,16.0,78.0,3.0,18.0,94.0,16.292857142857144,5.0,1,2,2,Sub-Saharan Africa
Zambia,2019.0,7853,44.0,44.0,27.0,79.0,4.0,16.0,78.0,3.0,18.0,94.0,16.292857142857144,5.0,1,2,2,Sub-Saharan Africa
Zambia,2021.0,8244,45.0,44.0,27.0,79.0,4.0,16.0,78.0,3.0,18.0,71.16756756756757,16.292857142857144,5.0,1,2,2,Sub-Saharan Africa
Zimbabwe,2016.0,5372,32.0,48.0,35.0,58.0,29.0,12.0,57.0,29.0,12.0,59.0,30.0,10.0,1,2,2,Sub-Saharan Africa
Zimbabwe,2017.0,5501,32.0,49.0,34.0,58.0,29.0,11.0,58.0,29.0,12.0,59.0,29.0,10.0,1,2,2,Sub-Saharan Africa
Zimbabwe,2018.0,5644,32.0,49.0,34.0,59.0,29.0,11.0,58.0,29.0,11.0,60.0,28.0,10.0,1,2,2,Sub-Saharan Africa
Zimbabwe,2019.0,5787,32.0,49.0,34.0,59.0,28.0,11.0,59.0,29.0,11.0,61.0,27.0,11.0,1,2,2,Sub-Saharan Africa
Zimbabwe,2021.0,6049,32.0,49.0,34.0,61.0,27.0,10.0,60.0,28.0,10.0,62.0,25.0,11.0,1,2,2,Sub-Saharan Africa
